Time,Pitch,Roll
17031,18.3842,0.651642
17041,18.0877,0.666255
17048,17.8334,0.663318
17056,17.5768,0.685997
17064,17.3486,0.705533
17071,17.0846,0.692514
17079,16.8273,0.679276
17086,16.5539,0.665927
17094,16.302,0.652157
17101,16.0466,0.640968
17109,15.8184,0.638625
17116,15.5665,0.646638
17124,15.3089,0.661933
17131,15.0203,0.677933
17139,14.7263,0.693672
17146,14.4392,0.695082
17153,14.1216,0.689541
17161,13.8287,0.700311
17168,13.5224,0.700723
17176,13.2416,0.701601
17183,12.9524,0.696762
17190,12.6386,0.70213
17198,12.3413,0.701167
17206,12.0126,0.701256
17213,11.6713,0.700368
17221,11.3171,0.701779
17229,10.989,0.697019
17237,10.6835,0.674903
17244,10.3973,0.652791
17251,10.1365,0.65006
17259,9.87241,0.651825
17267,9.6087,0.695866
17274,9.34127,0.708215
17282,9.05755,0.711015
17289,8.77762,0.697969
17297,8.49286,0.679342
17304,8.22838,0.68081
17312,7.92876,0.697492
17319,7.64742,0.725559
17327,7.38092,0.706333
17334,7.08419,0.689172
17342,6.82725,0.649248
17349,6.56434,0.621368
17357,6.33643,0.619839
17364,6.10738,0.629199
17372,5.89372,0.657586
17379,5.6661,0.650049
17387,5.44721,0.651842
17395,5.21887,0.673555
17402,4.97757,0.698691
17409,4.72676,0.71299
17417,4.46113,0.677905
17425,4.23207,0.630257
17432,4.01069,0.608251
17440,3.79753,0.611587
17447,3.60377,0.620852
17455,3.42076,0.649455
17462,3.24418,0.620444
17470,3.10482,0.568451
17477,2.97697,0.516283
17485,2.84195,0.517281
17492,2.67015,0.552853
17500,2.50623,0.56592
17507,2.37527,0.527534
17515,2.22982,0.511896
17522,2.02909,0.560294
17530,1.82211,0.605947
17538,1.65854,0.602096
17545,1.51387,0.532462
17553,1.37823,0.486954
17560,1.23701,0.496673
17568,1.08535,0.491525
17575,0.926177,0.469711
17583,0.785362,0.418152
17590,0.618644,0.38863
17598,0.492383,0.352777
17605,0.339955,0.329885
17613,0.192835,0.288242
17621,0.0565677,0.245059
17628,-0.0906252,0.21911
17636,-0.262784,0.177674
17643,-0.433597,0.13786
17651,-0.587535,0.0858911
17658,-0.735915,0.0524623
17666,-0.856959,0.0262356
17673,-0.949887,0.016253
17681,-1.04284,-0.00460984
17688,-1.11819,-0.0151695
17696,-1.22368,-0.00853656
17703,-1.31981,0.00750285
17711,-1.39555,0.0294318
17718,-1.47119,0.0393854
17726,-1.55523,0.0395404
17733,-1.64993,0.0405038
17741,-1.75606,0.0307357
17748,-1.85276,0.0286315
17756,-1.95534,0.036352
17763,-2.03984,0.0359298
17771,-2.10101,0.0361986
17778,-2.15653,0.0285987
17786,-2.18819,0.0115656
17793,-2.21352,0.000407055
17801,-2.24178,-0.0076616
17808,-2.25167,-0.0230824
17816,-2.27439,-0.052506
17823,-2.31954,-0.0294937
17831,-2.35805,-0.0220683
17838,-2.4024,0.00888623
17846,-2.43493,0.0211655
17853,-2.39339,0.0175099
17861,-2.39089,-0.0314808
17869,-2.32252,-0.0916228
17876,-2.25825,-0.115046
17883,-2.18526,-0.114423
17891,-2.14346,-0.104281
17899,-2.11689,-0.107633
