Time,Pitch,Error,dError,IntError,ControlSignal
40726,-17.1626,-15.338,-77.4185,-11.7585,-99
40731,-17.3156,-15.4909,-35.2857,-11.8256,-99
40735,-17.2759,-15.4512,9.0724,-11.8933,-99
40740,-17.3922,-15.5676,-26.5301,-11.9615,-99
40744,-17.5879,-15.7633,-46.5244,-12.0278,-99
40748,-17.3669,-15.5423,52.8285,-12.0928,-99
40752,-17.6491,-15.8244,-64.4672,-12.1621,-99
40756,-17.5981,-15.7735,12.345,-12.2272,-99
40760,-17.6078,-15.7832,-2.42626,-12.2902,-99
40764,-17.8889,-16.0642,-70.493,-12.3542,-99
40769,-17.8093,-15.9847,19.3366,-12.42,-99
40773,-17.9555,-16.1308,-36.3649,-12.4848,-99
40777,-18.1031,-16.2785,-36.7824,-12.5502,-99
40780,-17.9946,-16.17,27.6306,-12.6137,-99
40784,-18.1971,-16.3725,-50.9794,-12.6787,-99
40788,-18.1686,-16.344,7.25153,-12.743,-99
40792,-18.044,-16.2194,31.1866,-12.8078,-99
40796,-18.183,-16.3584,-34.572,-12.8736,-99
40800,-17.9957,-16.1711,46.5394,-12.9387,-99
40804,-18.0775,-16.2529,-20.2332,-13.0044,-99
40808,-18.0734,-16.2488,1.0237,-13.0689,-99
40812,-17.9942,-16.1696,19.9798,-13.133,-99
40816,-18.1421,-16.3175,-37.0198,-13.1982,-99
40820,-18.0606,-16.236,20.2686,-13.2634,-99
40824,-18.0054,-16.1808,13.6193,-13.3291,-99
40828,-18.0863,-16.2617,-20.2356,-13.3941,-99
40832,-17.9015,-16.0769,46.3823,-13.4582,-99
40836,-17.8469,-16.0223,13.8768,-13.5211,-99
40840,-17.8452,-16.0206,0.428209,-13.5844,-99
40844,-17.6316,-15.8069,51.9616,-13.6494,-99
40849,-17.6827,-15.8581,-12.473,-13.7144,-99
40853,-17.7206,-15.896,-9.53258,-13.7775,-99
40856,-17.6405,-15.8159,20.2733,-13.84,-99
40860,-17.5441,-15.7195,24.2307,-13.9025,-99
40864,-17.4593,-15.6347,21.3957,-13.9645,-99
40868,-17.2744,-15.4498,46.1884,-14.0263,-99
40873,-17.3524,-15.5278,-18.4095,-14.0921,-99
40877,-17.3111,-15.4865,10.318,-14.1541,-99
40881,-17.1726,-15.348,34.5636,-14.2156,-99
40885,-17.2311,-15.4064,-14.5367,-14.2775,-99
40889,-17.0539,-15.2293,45.1328,-14.3373,-99
40893,-16.9525,-15.1279,26.0168,-14.3963,-99
40896,-16.9485,-15.1239,0.999005,-14.4559,-99
40900,-16.8117,-14.9871,34.6601,-14.5151,-99
40904,-16.8702,-15.0455,-14.5541,-14.5756,-99
40908,-16.0167,-14.1921,208.967,-14.6335,-99
40913,-15.6535,-13.8289,89.2469,-14.6898,-99
40917,-15.9744,-14.1498,-78.1799,-14.7479,-99
40921,-15.3774,-13.5528,137.549,-14.8067,-99
40925,-15.7557,-13.9311,-93.854,-14.8629,-99
40929,-16.1638,-14.3392,-103.588,-14.9194,-99
40933,-15.7884,-13.9638,95.5531,-14.9742,-99
40937,-16.2811,-14.4565,-125.576,-15.0309,-99
40941,-16.3663,-14.5417,-21.7789,-15.0879,-99
40945,-16.6376,-14.813,-68.8187,-15.1463,-99
40949,-16.747,-14.9224,-27.2712,-15.2061,-99
40953,-17.1373,-15.3127,-98.9007,-15.2666,-99
40956,-16.9711,-15.1465,43.3072,-15.3247,-99
40960,-17.0189,-15.1943,-12.1046,-15.3847,-99
40965,-16.8136,-14.989,50.479,-15.4457,-99
40969,-16.5457,-14.7211,65.7302,-15.5057,-99
40973,-16.3891,-14.5645,39.2087,-15.5639,-99
40976,-16.0922,-14.2676,75.9387,-15.6196,-99
40980,-15.9512,-14.1266,35.3306,-15.676,-99
40984,-15.663,-13.8384,73.029,-15.7306,-99
40988,-15.2405,-13.4159,105.744,-15.7842,-99
40992,-15.4825,-13.6579,-60.5978,-15.8388,-99
40996,-15.2222,-13.3975,65.4159,-15.8921,-99
41000,-14.8554,-13.0308,91.4071,-15.9444,-99
41004,-14.935,-13.1104,-19.7762,-15.9971,-99
41008,-14.7883,-12.9636,36.3649,-16.0494,-99
41012,-14.7455,-12.9209,10.7109,-16.101,-99
41016,-14.9523,-13.1277,-52.1288,-16.1531,-99
41020,-15.0646,-13.24,-28.1916,-16.2058,-99
41025,-15.2039,-13.3793,-32.7372,-16.2627,-99
41029,-15.4839,-13.6593,-71.2976,-16.3164,-99
41032,-15.6874,-13.8628,-52.1161,-16.3705,-99
41036,-15.5943,-13.7697,23.4913,-16.4251,-99
41040,-15.9725,-14.1479,-95.2856,-16.4813,-99
41044,-15.8597,-14.035,28.2948,-16.5372,-99
41048,-15.9917,-14.1671,-33.1597,-16.5937,-99
41052,-15.9633,-14.1387,7.10402,-16.6502,-99
41056,-15.8165,-13.9919,35.8239,-16.7076,-99
41060,-16.0336,-14.209,-54.427,-16.7642,-99
41064,-15.8854,-14.0607,38.5211,-16.8184,-99
41068,-15.7707,-13.9461,28.1044,-16.8753,-99
41073,-15.9537,-14.1291,-44.4347,-16.9334,-99
41076,-16.2574,-14.4328,-76.4949,-16.9907,-99
41080,-16.1369,-14.3123,30.3025,-17.0477,-99
41084,-16.5465,-14.7219,-103.314,-17.106,-99
41088,-16.7054,-14.8808,-40.3474,-17.1646,-99
41092,-16.5633,-14.7387,35.3349,-17.2239,-99
41096,-16.7701,-14.9455,-51.771,-17.2836,-99
41100,-17.034,-15.2094,-66.0703,-17.3444,-99
41104,-16.9766,-15.152,14.3046,-17.4051,-99
41108,-17.4885,-15.6639,-127.573,-17.468,-99
41112,-17.4642,-15.6395,6.11643,-17.5303,-99
41116,-17.471,-15.6464,-1.67267,-17.5943,-99
41121,-17.7393,-15.9147,-66.8333,-17.6582,-99
41124,-17.7581,-15.9335,-4.7457,-17.7212,-99
41129,-17.985,-16.1604,-53.6955,-17.7895,-99
41133,-18.2701,-16.4455,-72.7839,-17.854,-99
41136,-18.4647,-16.6401,-50.0881,-17.9186,-99
41140,-18.817,-16.9924,-89.1818,-17.9857,-99
41144,-18.9314,-17.1068,-28.9334,-18.0534,0
41148,-19.2589,-17.4343,-80.7125,-18.1241,0
41153,-19.4063,-17.5817,-35.6114,-18.1969,0
41157,-19.0661,-17.2415,83.4013,-18.2672,0
41161,-19.1962,-17.3716,-31.357,-18.3393,0
41165,-19.2811,-17.4565,-20.613,-18.4112,0
41169,-19.1538,-17.3291,30.8185,-18.4828,0
41173,-19.6103,-17.7856,-111.61,-18.5556,0
41177,-19.7437,-17.9191,-33.3582,-18.6273,0
41181,-19.8055,-17.9809,-15.6193,-18.6983,0
41185,-20.0986,-18.274,-74.0564,-18.7707,0
41189,-20.1086,-18.284,-2.60278,-18.8407,0
41193,-20.4,-18.5754,-74.2409,-18.9136,0
41197,-19.9606,-18.136,108.685,-18.9869,0
41201,-19.9957,-18.1711,-8.65435,-19.0607,0
41205,-20.521,-18.6964,-130.064,-19.1362,0
41209,-20.0297,-18.2051,125.219,-19.2076,0
41213,-20.391,-18.5664,-92.3786,-19.2802,0
41217,-20.8343,-19.0097,-113.977,-19.3542,0
41220,-20.858,-19.0334,-6.24735,-19.4264,0
41224,-21.3877,-19.5631,-132.467,-19.5046,0
41229,-21.6241,-19.7995,-56.1535,-19.588,0
41233,-22.1075,-20.2829,-115.176,-19.6731,0
41237,-22.2851,-20.4605,-44.6651,-19.7544,0
41242,-22.5416,-20.717,-55.0224,-19.851,0
41246,-22.7399,-20.9153,-45.5923,-19.942,0
41252,-22.7301,-20.9055,1.67861,-20.0646,0
41256,-22.5771,-20.7525,37.3006,-20.1497,0
41261,-22.8594,-21.0348,-52.4204,-20.263,0
41265,-22.7927,-20.9681,15.7062,-20.352,0
41270,-22.8794,-21.0547,-20.2813,-20.442,0
41277,-23.4349,-21.6103,-76.3571,-20.5992,0
41281,-23.783,-21.9584,-85.1836,-20.689,0
41287,-23.9723,-22.1477,-34.3501,-20.811,0
41291,-24.0828,-22.2582,-27.4114,-20.9007,0
41295,-24.2123,-22.3877,-32.4771,-20.99,0
41299,-24.2081,-22.3835,0.998919,-21.083,0
41304,-24.4754,-22.6507,-50.7941,-21.2022,0
41308,-24.5101,-22.6855,-8.49163,-21.295,0
41312,-24.5868,-22.7622,-18.3508,-21.3901,0
41317,-24.882,-23.0574,-61.9801,-21.4999,0
41321,-24.7937,-22.9691,21.1958,-21.5955,0
41325,-25.1279,-23.3033,-79.431,-21.6936,0
41330,-25.0441,-23.2195,19.0724,-21.7956,0
41335,-25.2719,-23.4473,-44.3316,-21.9161,0
41340,-25.331,-23.5064,-11.2157,-22.0401,0
41348,-25.4811,-23.6565,-18.3665,-22.2334,0
41353,-25.3119,-23.4873,35.5235,-22.3453,0
41357,-25.321,-23.4964,-2.19379,-22.4435,0
41362,-25.2792,-23.4546,9.85298,-22.543,0
41366,-25.1479,-23.3233,30.3961,-22.6438,0
41370,-25.076,-23.2514,15.8163,-22.7495,0
41375,-24.8888,-23.0642,44.8854,-22.8457,0
41379,-24.9432,-23.1186,-13.1261,-22.9415,0
41383,-24.7436,-22.919,45.8759,-23.0413,0
41388,-24.7637,-22.9391,-4.5589,-23.1426,0
41392,-24.5758,-22.7512,45.3108,-23.2369,0
41397,-24.4675,-22.6429,21.3595,-23.3518,0
41402,-24.3316,-22.507,28.5494,-23.4589,0
41406,-24.1487,-22.3241,37.5128,-23.5677,0
41411,-24.0389,-22.2143,26.7823,-23.6588,0
41415,-23.8734,-22.0488,39.883,-23.7503,0
41419,-23.722,-21.8974,35.5453,-23.8436,0
41423,-23.6153,-21.7907,24.8324,-23.9372,0
41428,-23.4902,-21.6656,28.8987,-24.031,0
41432,-23.3808,-21.5562,24.204,-24.1284,0
41436,-23.2557,-21.4311,29.2525,-24.22,0
41441,-23.1395,-21.3149,25.429,-24.3175,0
41445,-22.9555,-21.1309,43.5776,-24.4067,0
41449,-22.8718,-21.0471,19.9342,-24.4951,0
41454,-22.6444,-20.8198,51.7913,-24.5865,0
41458,-22.5173,-20.6927,27.7978,-24.6811,0
41462,-22.337,-20.5124,44.1701,-24.7649,0
41466,-22.2466,-20.422,22.6551,-24.8464,0
41470,-22.0721,-20.2475,43.6508,-24.9273,0
41474,-21.9427,-20.1181,32.5182,-25.0073,0
41478,-21.768,-19.9434,43.4849,-25.0874,0
41482,-21.6156,-19.7909,38.4158,-25.166,0
41486,-21.4509,-19.6263,40.2444,-25.2463,0
41490,-21.3182,-19.4936,33.4366,-25.3237,0
41494,-21.1584,-19.3338,39.9549,-25.401,0
41498,-21.0422,-19.2176,29.3068,-25.4772,0
41502,-20.9268,-19.1021,28.5882,-25.5543,0
41506,-20.798,-18.9734,32.21,-25.6302,0
41510,-20.7499,-18.9253,11.903,-25.7066,0
41514,-20.5919,-18.7673,39.5849,-25.7815,0
41518,-20.5474,-18.7228,11.3431,-25.855,0
41522,-20.4064,-18.5818,35.4246,-25.929,0
41526,-20.2866,-18.4619,29.4935,-26.004,0
41530,-20.2173,-18.3927,17.5514,-26.0766,0
41535,-20.0626,-18.238,36.7019,-26.1534,0
41539,-20.002,-18.1774,15.1354,-26.2262,0
41543,-19.8614,-18.0367,35.4094,-26.2979,0
41546,-19.8371,-18.0125,6.23822,-26.3678,0
41550,-19.748,-17.9234,22.1006,-26.4401,0
41555,-19.6718,-17.8472,18.7064,-26.5128,0
41559,-19.628,-17.8034,10.6105,-26.5863,0
41563,-19.5468,-17.7222,20.1066,-26.6579,0
41567,-19.4306,-17.606,28.5775,-26.7295,0
41571,-19.3204,-17.4958,25.7729,-26.8043,0
41575,-19.2303,-17.4057,22.2733,-26.8747,0
41579,-19.116,-17.2914,28.2889,-26.9445,0
41583,-19.1052,-17.2806,2.72505,-27.013,0
41587,-18.9323,-17.1077,42.7625,-27.0822,0
41591,-18.9231,-17.0985,2.33103,-27.1497,0
41595,-18.8778,-17.0532,11.1757,-27.2189,0
41599,-18.7474,-16.9228,31.1738,-27.2897,-99
41603,-18.8123,-16.9877,-15.7887,-27.3595,-99
41607,-18.6824,-16.8578,32.1916,-27.4275,-99
41611,-18.5499,-16.7253,33.4199,-27.4938,-99
41615,-18.6593,-16.8347,-27.2352,-27.5615,-99
41619,-18.8482,-17.0236,-47.7076,-27.6289,0
41624,-18.6763,-16.8517,41.93,-27.698,-99
41628,-18.7545,-16.9298,-19.2015,-27.7669,-99
41632,-18.6714,-16.8468,20.5561,-27.835,-99
41636,-18.3899,-16.5653,70.8291,-27.9008,-99
41640,-18.6476,-16.823,-64.5306,-27.968,-99
41644,-18.519,-16.6943,32.2528,-28.0346,-99
41648,-18.6761,-16.8515,-39.2619,-28.1021,-99
41652,-18.6599,-16.8353,4.06714,-28.1692,-99
41656,-18.6149,-16.7903,11.3089,-28.2359,-99
41659,-18.7267,-16.9021,-28.6781,-28.3018,-99
41663,-18.7608,-16.9362,-8.66935,-28.3684,-99
41667,-18.5486,-16.724,52.1244,-28.4365,-99
41672,-18.5131,-16.6885,8.74614,-28.5043,-99
41676,-18.4687,-16.6441,11.0165,-28.5713,-99
41680,-18.3025,-16.4779,41.8059,-28.6368,-99
41684,-18.2002,-16.3756,25.6274,-28.7022,-99
41688,-18.2221,-16.3975,-5.39417,-28.7689,-99
41692,-18.3491,-16.5244,-31.4183,-28.8356,-99
41696,-18.2947,-16.4701,13.448,-28.9022,-99
41700,-18.3427,-16.5181,-12.1428,-28.9674,-99
41704,-18.2859,-16.4613,14.2638,-29.033,-99
41708,-18.3579,-16.5333,-18.1799,-29.0984,-99
41712,-18.2992,-16.4746,14.6008,-29.1646,-99
41716,-18.1301,-16.3055,40.4713,-29.2328,-99
41720,-18.0978,-16.2732,7.6802,-29.3013,-99
41724,-17.7721,-15.9475,75.7208,-29.3699,-99
41729,-17.9331,-16.1085,-37.3313,-29.4394,-99
41733,-17.7883,-15.9637,34.7759,-29.5058,-99
41737,-17.716,-15.8914,17.2718,-29.5723,-99
41741,-17.7502,-15.9256,-7.73939,-29.6427,-99
41746,-17.5972,-15.7725,34.6819,-29.7123,-99
41750,-17.8076,-15.983,-49.0891,-29.7808,-99
41754,-17.6903,-15.8657,26.6044,-29.8508,-99
41759,-17.5488,-15.7241,34.1168,-29.916,-99
41763,-17.6269,-15.8023,-18.8862,-29.9814,-99
41767,-17.4222,-15.5976,49.5286,-30.0458,-99
41771,-17.4043,-15.5797,4.12889,-30.1134,-99
41776,-17.358,-15.5334,10.6141,-30.1812,-99
41780,-17.0826,-15.258,66.4616,-30.2444,-99
41784,-17.0551,-15.2305,6.69101,-30.3071,-99
41788,-16.9488,-15.1242,24.5822,-30.3725,-99
41792,-16.7503,-14.9257,46.2991,-30.4365,-99
41797,-16.8953,-15.0707,-34.8577,-30.4992,-99
41801,-16.8556,-15.031,9.5695,-30.5616,-99
41805,-16.7768,-14.9522,19.1352,-30.6232,-99
41809,-16.824,-14.9994,-11.3417,-30.6856,-99
41813,-16.7283,-14.9037,22.9851,-30.7477,-99
41817,-16.6526,-14.828,17.9191,-30.8103,-99
41822,-16.6969,-14.8723,-10.2299,-30.8746,-99
41826,-16.6574,-14.8327,9.15767,-30.9386,-99
41830,-16.6341,-14.8095,5.30887,-31.0035,-99
41835,-16.6702,-14.8456,-8.63899,-31.0656,-99
41839,-16.7176,-14.893,-11.5312,-31.1268,-99
41843,-16.5963,-14.7717,29.5317,-31.1875,-99
41847,-16.6525,-14.8279,-12.8171,-31.2524,-99
41852,-16.5375,-14.7129,26.7029,-31.3158,-99
41856,-16.4465,-14.6219,21.8064,-31.3768,-99
41860,-16.5602,-14.7356,-27.2909,-31.4382,-99
41864,-16.5587,-14.7341,0.345977,-31.5023,-99
41868,-16.5094,-14.6848,11.5656,-31.5649,-99
41873,-16.6023,-14.7776,-22.1344,-31.6269,-99
41877,-16.6727,-14.8481,-16.8967,-31.6888,-99
41881,-16.6887,-14.8641,-3.8319,-31.7507,-99
41885,-16.6986,-14.874,-2.37676,-31.8126,-99
41889,-16.7905,-14.9659,-22.0707,-31.8749,-99
41894,-16.7528,-14.9282,8.75312,-31.9391,-99
41898,-16.8824,-15.0578,-29.9973,-32.0041,-99
41902,-17.0068,-15.1822,-27.752,-32.0722,-99
41906,-17.0613,-15.2367,-13.4731,-32.1338,-99
41910,-17.2216,-15.397,-39.9706,-32.1956,-99
41915,-17.3185,-15.4938,-23.898,-32.2584,-99
41919,-17.4211,-15.5965,-25.047,-32.3223,-99
41923,-17.6236,-15.799,-50.0212,-32.3862,-99
41927,-17.7473,-15.9227,-29.7122,-32.4525,-99
41931,-17.8597,-16.0351,-25.9953,-32.5219,-99
41936,-18.0062,-16.1816,-33.2511,-32.5932,-99
41940,-18.2059,-16.3813,-47.6571,-32.6618,-99
41944,-18.3491,-16.5245,-33.7767,-32.7319,-99
41948,-18.5052,-16.6805,-37.2204,-32.8018,-99
41952,-18.7132,-16.8886,-48.4019,-32.8744,-99
41957,-18.8573,-17.0327,-35.1277,-32.9443,0
41961,-19.0277,-17.2031,-40.9871,-33.0158,0
41965,-19.2843,-17.4596,-61.6356,-33.0885,0
41969,-19.0125,-17.1879,65.2236,-33.1601,0
41973,-19.1196,-17.295,-25.8382,-33.2317,0
41977,-19.2758,-17.4512,-38.0583,-33.3033,0
41981,-19.2212,-17.3966,13.291,-33.3747,0
41986,-19.4774,-17.6528,-58.6325,-33.4519,0
41990,-19.7053,-17.8807,-50.674,-33.5323,0
41994,-19.8267,-18.0021,-29.1388,-33.6073,0
41999,-19.9797,-18.1551,-36.6902,-33.683,0
42003,-19.984,-18.1593,-1.01746,-33.7589,0
42007,-19.9877,-18.1631,-0.856074,-33.8378,0
42012,-20.0278,-18.2031,-9.18781,-33.9172,0
42016,-19.9857,-18.1611,10.044,-33.9933,0
42020,-20.0462,-18.2216,-14.5596,-34.0691,0
42024,-20.1729,-18.3482,-27.5279,-34.1535,0
42029,-20.1206,-18.296,12.6715,-34.2289,0
42033,-20.2616,-18.4369,-34.3269,-34.3046,0
42037,-20.4237,-18.5991,-38.9003,-34.3822,0
42041,-20.5475,-18.7229,-29.9564,-34.4596,0
42045,-20.8272,-19.0026,-68.0396,-34.5377,0
42049,-20.9232,-19.0986,-23.4973,-34.6157,0
42053,-21.12,-19.2954,-47.9001,-34.695,0
42057,-21.3577,-19.5331,-57.8339,-34.7752,0
42062,-21.5285,-19.7039,-40.4519,-34.8584,0
42066,-21.8594,-20.0348,-77.2616,-34.9442,0
42070,-22.0611,-20.2365,-45.8619,-35.0333,0
42074,-22.2964,-20.4718,-56.931,-35.1179,0
42079,-22.6012,-20.7765,-73.807,-35.2037,0
42083,-22.7684,-20.9438,-40.7793,-35.2895,0
42087,-23.1171,-21.2925,-83.8074,-35.3781,0
42091,-23.2725,-21.4479,-35.885,-35.471,0
42096,-23.5415,-21.7169,-61.6405,-35.5658,0
42100,-23.7992,-21.9746,-61.4747,-35.6579,0
42104,-24.0002,-22.1756,-47.9371,-35.7509,0
42108,-24.2901,-22.4655,-67.7509,-35.847,0
42112,-24.4687,-22.6441,-41.913,-35.9435,0
42117,-24.666,-22.8414,-48.0191,-36.0374,0
42121,-24.8589,-23.0343,-46.4205,-36.1331,0
42125,-25.0286,-23.204,-41.0107,-36.2291,0
42129,-25.149,-23.3244,-26.2533,-36.336,0
42134,-25.282,-23.4574,-31.0519,-36.4366,0
42138,-25.4044,-23.5797,-26.8799,-36.5439,0
42142,-25.5604,-23.7357,-37.552,-36.6425,0
42147,-25.7108,-23.8862,-35.9872,-36.7424,0
42151,-25.7723,-23.9477,-13.5726,-36.8507,0
42156,-26.0336,-24.209,-59.2821,-36.9575,0
42160,-26.1246,-24.2999,-21.4908,-37.0603,0
42164,-26.4274,-24.6028,-69.5109,-37.1675,0
42168,-26.6119,-24.7873,-42.661,-37.2747,0
42173,-26.7848,-24.9602,-41.3092,-37.3792,0
42177,-26.992,-25.1674,-50.462,-37.4825,0
42181,-27.1557,-25.3311,-39.6829,-37.587,0
42185,-27.4097,-25.5851,-60.7856,-37.6939,0
42189,-27.4629,-25.6383,-12.8914,-37.7997,0
42193,-27.7646,-25.94,-72.5592,-37.9076,0
42198,-27.772,-25.9474,-1.70059,-38.0211,0
42202,-28.0271,-26.2025,-58.9568,-38.1344,0
42207,-27.951,-26.1264,16.9114,-38.2519,0
42211,-28.1298,-26.3052,-43.0826,-38.361,0
42215,-28.0563,-26.2317,17.557,-38.4708,0
42219,-28.1288,-26.3042,-17.0411,-38.5827,0
42223,-28.0361,-26.2115,21.3215,-38.6967,0
42228,-28.0663,-26.2417,-7.26522,-38.8058,0
42232,-27.9543,-26.1297,27.5919,-38.9118,0
42236,-27.8583,-26.0337,22.9575,-39.0208,0
42240,-27.7353,-25.9107,28.3587,-39.1331,0
42245,-27.587,-25.7624,34.1896,-39.2449,0
42249,-27.4839,-25.6593,24.9167,-39.3511,0
42253,-27.3587,-25.5341,30.0767,-39.4574,0
42257,-27.2581,-25.4335,24.0282,-39.5638,0
42261,-27.1631,-25.3385,22.785,-39.6694,0
42265,-27.0977,-25.2731,15.7499,-39.7744,0
42270,-26.9704,-25.1458,29.3455,-39.8835,0
42274,-26.9077,-25.083,14.4975,-39.9921,0
42278,-26.7973,-24.9727,25.1401,-40.1017,0
42283,-26.6703,-24.8457,30.5941,-40.2049,0
42287,-26.4666,-24.6419,48.7608,-40.3078,0
42291,-26.3237,-24.499,34.6761,-40.4088,0
42295,-26.1457,-24.3211,41.4903,-40.5131,0
42299,-25.9415,-24.1169,47.3058,-40.6172,0
42304,-25.7108,-23.8862,55.9405,-40.7157,0
42308,-25.5932,-23.7686,28.3718,-40.8142,0
42312,-25.3632,-23.5386,55.6996,-40.9114,0
42316,-25.2632,-23.4386,23.0825,-41.0129,0
42320,-25.0119,-23.1873,60.2797,-41.1096,0
42324,-24.9286,-23.1039,21.2081,-41.2004,0
42328,-24.7373,-22.9127,46.962,-41.2937,0
42333,-24.6307,-22.8061,25.7254,-41.3883,0
42337,-24.4706,-22.646,39.5837,-41.4798,0
42341,-24.363,-22.5384,26.8072,-41.5703,0
42345,-24.324,-22.4993,9.63551,-41.6615,0
42349,-24.1453,-22.3207,43.8697,-41.7523,0
42353,-24.1459,-22.3213,-0.144992,-41.8437,0
42357,-23.988,-22.1634,38.6073,-41.9343,0
42361,-23.9085,-22.0839,19.237,-42.0255,0
42365,-23.8378,-22.0132,16.9915,-42.1172,0
42369,-23.7066,-21.882,31.4298,-42.2085,0
42374,-23.5894,-21.7648,26.6455,-42.3043,0
42378,-23.4876,-21.663,23.6081,-42.3977,0
42382,-23.3185,-21.4939,39.0461,-42.4908,0
42387,-23.294,-21.4694,5.95001,-42.5791,0
42391,-23.0904,-21.2658,49.5199,-42.6666,0
42395,-22.9832,-21.1586,27.1839,-42.75,0
42399,-22.9702,-21.1455,3.30117,-42.8337,0
42403,-22.8002,-20.9756,40.6415,-42.9214,0
42407,-22.826,-21.0014,-5.82375,-43.0145,0
42411,-22.7614,-20.9368,15.1025,-43.1042,0
42416,-22.7609,-20.9362,0.123727,-43.1913,0
42420,-22.7446,-20.92,3.86912,-43.279,0
42424,-22.6913,-20.8667,13.0229,-43.3645,0
42428,-22.6639,-20.8393,6.70084,-43.4496,0
42432,-22.6566,-20.832,1.71248,-43.5388,0
42437,-22.6165,-20.7919,8.86514,-43.6328,0
42441,-22.6081,-20.7835,1.99541,-43.7202,0
42446,-22.596,-20.7714,2.23343,-43.8327,0
42452,-22.5876,-20.763,1.50871,-43.9487,0
42456,-22.6186,-20.7939,-7.39903,-44.0358,0
42460,-22.5615,-20.7368,13.1859,-44.1256,0
42467,-22.6012,-20.7766,-6.36636,-44.2553,0
42472,-22.5873,-20.7627,2.6806,-44.3625,0
42476,-22.6753,-20.8507,-19.2565,-44.4577,0
42481,-22.7036,-20.879,-6.84691,-44.5438,0
42485,-22.7494,-20.9248,-10.6567,-44.6338,0
42489,-22.8195,-20.9949,-16.6749,-44.7221,0
42493,-22.8741,-21.0494,-13.2658,-44.8086,0
42497,-22.9658,-21.1412,-22.1096,-44.8964,0
42502,-22.9886,-21.164,-5.2537,-44.9883,0
42506,-23.0736,-21.249,-19.8766,-45.0791,0
42510,-23.0639,-21.2393,2.2322,-45.1711,0
42514,-23.0554,-21.2308,2.08174,-45.2578,0
42521,-23.0622,-21.2376,-1.0989,-45.3888,0
42526,-23.0359,-21.2113,5.17022,-45.4966,0
42530,-23.0293,-21.2047,1.57029,-45.5859,0
42534,-22.9671,-21.1425,14.832,-45.6745,0
42538,-23.0544,-21.2298,-19.999,-45.7671,0
42542,-23.007,-21.1824,11.674,-45.8532,0
42547,-23.0817,-21.2571,-17.936,-45.9418,0
42551,-23.1538,-21.3292,-17.1174,-46.0316,0
42555,-23.1326,-21.308,5.06846,-46.1209,0
42559,-23.2228,-21.3981,-22.2431,-46.2076,0
42563,-23.2771,-21.4525,-13.4511,-46.2942,0
42567,-23.2785,-21.4539,-0.345132,-46.3834,0
42571,-23.4218,-21.5972,-34.1281,-46.4741,0
42576,-23.4675,-21.6429,-11.2894,-46.5617,0
42580,-23.5927,-21.7681,-30.3486,-46.6515,0
42584,-23.7562,-21.9315,-39.7098,-46.7418,0
42588,-23.8295,-22.0049,-17.5371,-46.8337,0
42592,-24.0023,-22.1777,-40.6095,-46.9281,0
42597,-24.1063,-22.2817,-24.0754,-47.0244,0
42601,-24.1625,-22.3379,-13.7305,-47.1158,0
42605,-24.2845,-22.4598,-29.2724,-47.2094,0
42609,-24.3082,-22.4836,-5.76336,-47.3019,0
42613,-24.3834,-22.5588,-18.0491,-47.3959,0
42617,-24.4982,-22.6736,-27.7357,-47.4898,0
42621,-24.5092,-22.6845,-2.63961,-47.5837,0
42625,-24.5526,-22.728,-10.5538,-47.6772,0
42630,-24.6317,-22.8071,-19.1308,-47.7716,0
42634,-24.634,-22.8094,-0.540477,-47.8675,0
42638,-24.7134,-22.8887,-17.7384,-47.9699,0
42642,-24.7751,-22.9505,-14.9226,-48.0649,0
42647,-24.7873,-22.9627,-2.96344,-48.1592,0
42651,-24.8795,-23.0549,-22.1172,-48.2553,0
42655,-24.9524,-23.1278,-16.5121,-48.3574,0
42659,-24.9992,-23.1746,-10.9285,-48.4567,0
42664,-25.092,-23.2674,-22.4479,-48.5529,0
42668,-25.1987,-23.3741,-22.7557,-48.6625,0
42672,-25.2699,-23.4453,-16.7392,-48.7622,0
42677,-25.3993,-23.5747,-30.6987,-48.8616,0
42681,-25.5199,-23.6953,-29.1755,-48.9595,0
42685,-25.6105,-23.7858,-21.6355,-49.0591,0
42689,-25.7521,-23.9275,-33.6345,-49.1599,0
42694,-25.895,-24.0704,-27.7786,-49.2837,0
42699,-25.9618,-24.1371,-16.0336,-49.3842,0
42703,-26.0605,-24.2359,-23.7285,-49.485,0
42708,-26.1264,-24.3018,-13.2782,-49.6056,0
42713,-26.1151,-24.2905,2.13112,-49.7346,0
42717,-26.1494,-24.3248,-8.24871,-49.8359,0
42721,-26.1328,-24.3082,3.93805,-49.9382,0
42726,-26.0923,-24.2677,9.35924,-50.0433,0
42730,-26.0851,-24.2605,1.65865,-50.1487,0
42734,-26.0888,-24.2642,-0.828339,-50.2575,0
42739,-26.0707,-24.2461,4.2773,-50.3602,0
42743,-26.0159,-24.1913,12.6606,-50.4648,0
42747,-25.9868,-24.1622,6.79554,-50.5685,0
42751,-25.9179,-24.0933,16.5768,-50.6685,0
42756,-25.8519,-24.0273,15.8422,-50.7687,0
42760,-25.8161,-23.9915,8.69299,-50.8675,0
42765,-25.7395,-23.9149,15.756,-50.9838,0
42769,-25.7124,-23.8878,6.49979,-51.0832,0
42773,-25.694,-23.8694,4.40083,-51.1832,0
42777,-25.6552,-23.8306,9.15771,-51.2842,0
42781,-25.6093,-23.7846,10.9724,-51.3838,0
